622602,1
1409041,1
344064,1
901125,4
1654803,1
376841,1
1867790,1
1409038,1
1146890,2
1867779,1
1572924,1
1278006,1
688161,1
1163322,1
344105,1
262186,2
491572,1
606270,2
1409069,1
393278,1
229439,3
1671205,1
1523753,1
1753178,1
1704024,1
1507421,1
1163355,1
98378,1
950339,3
622683,1
999516,1
1605698,1
901200,1
1916995,1
606294,3
753771,1
1212529,2
589935,1
671843,1
950372,1
704615,1
1376358,1
737406,1
1245330,2
1360023,2
1441938,1
393344,1
524417,1
770177,1
524418,1
1147037,3
311434,2
163981,1
458903,1
1540229,5
1851535,1
1818767,1
196763,1
1900675,1
1851523,1
606381,1
1671359,2
1867962,1
458925,1
245937,1
1687722,1
49333,1
32960,1
1851612,1
1753310,1
917705,1
524481,1
114891,1
1966292,1
32971,1
1360088,1
950464,1
1343707,1
360650,1
1425605,1
344287,1
1654983,1
1409269,1
1802489,1
65763,1
442606,1
1851638,1
1360126,1
1179902,1
1605876,1
1655031,1
114927,1
409846,1
1442020,1
1687789,1
671986,1
1376492,1
983282,1
98558,3
1196269,3
590070,1
1212691,1
1720603,1
1343767,1
98566,3
1638686,1
82185,1
1540383,2
1327389,1
557336,1
295191,1
1425665,1
311568,1
557342,1
1933575,6
1622279,1
770346,1
868654,1
344353,1
1179957,1
1278264,1
1474874,1
1278270,1
213299,1
1311013,1
180536,1
1229096,2
1491245,1
213304,1
1507626,1
917837,1
1196376,1
262474,1
1540440,1
1229123,1
1130821,1
196954,1
1769794,1
33113,1
885076,1
1704257,2
1425742,2
1032531,3
557422,1
16743,2
737634,1
65899,1
311656,1
1851761,1
409960,1
1851763,1
1556832,1
1737059,1
1393004,1
1605991,1
1819035,1
1048976,1
754056,1
262541,2
1671574,1
1147269,1
803224,1
786840,1
377232,1
328083,2
1933701,1
917910,9
1065356,1
1016210,1
1147313,1
1507766,1
1851837,1
1606068,1
1819060,1
1065381,3
475568,1
1261995,1
1622432,1
1507758,7
1622436,1
410055,1
917963,1
1835483,1
1851860,1
147912,1
1982933,1
999873,1
524743,1
1868239,2
1458627,1
721363,1
1819079,6
82399,1
1917378,1
377317,1
98786,1
1311228,2
508393,1
623079,1
1016288,1
1376740,5
426485,3
1376737,1
1819118,3
213493,1
573950,3
1032697,1
623088,1
1589731,1
1737242,1
1425943,1
852494,2
688654,1
131590,1
950794,1
311808,1
950795,1
508417,1
1294875,1
1212954,1
147982,1
623129,1
1786377,1
98835,1
1769993,1
1065475,1
1409539,1
737835,1
901677,1
1655352,1
66080,1
606764,1
1032746,1
737827,1
82473,1
82472,1
66092,2
1475110,1
311863,1
262706,1
164409,1
1180201,1
1458774,1
819788,2
1049168,1
1737307,1
213569,1
1851999,1
1065555,1
1966672,1
606790,2
1491524,1
1393217,1
98901,2
1622605,2
1573440,1
1507918,5
819797,1
508507,6
410202,1
1327728,1
688738,1
410222,1
616,1
197230,1
541304,1
836216,1
1180260,1
705138,1
1049192,1
1802855,1
1507946,2
1278572,1
1639064,1
1278609,1
754313,1
819855,2
1622683,2
1213073,1
737933,1
557696,1
1311391,1
131726,1
1426072,1
1950349,1
885404,1
131731,1
836255,5
737944,1
557724,1
1884809,1
279185,1
33431,2
918169,1
663,2
1573506,1
1901185,1
852627,1
1213106,1
934574,1
361125,6
1213110,1
852648,2
1934001,1
1737398,2
1458854,1
1049251,3
819896,1
694,1
1868459,1
901809,1
213694,1
688820,1
426694,1
443076,1
1458901,1
836303,1
983754,1
1557215,1
312014,1
1852119,1
934592,1
1557191,1
443089,1
525008,1
819927,1
312026,1
393958,1
66275,1
1524468,1
1164018,1
426721,1
1491708,1
1786614,1
1622774,1
1082110,1
1147619,1
246513,1
180977,2
1016571,3
656126,1
1327852,1
1393389,1
1573604,1
1065745,1
721676,1
361230,1
426761,1
164621,1
1934093,1
1458945,1
1147654,1
819988,1
1508109,1
459548,1
361240,1
1557258,1
1671995,1
377638,3
17195,1
1983285,1
459563,2
1229631,2
541477,1
1196860,1
344887,1
1442597,1
1311520,1
1966889,1
361277,1
607030,1
508739,1
262976,1
1393498,1
852829,1
181074,1
770907,1
1180487,1
1672001,1
1704772,1
492376,1
1590142,2
1311611,1
246642,1
1819498,2
66419,2
883,1
623472,1
1901409,1
1524584,3
983946,1
983944,1
17287,2
787333,1
1115034,1
1835916,1
66451,1
754585,1
82837,1
721820,1
689046,2
1065871,3
99232,2
508837,2
197543,1
738223,1
1409968,1
1278901,1
1049528,2
1770418,1
1426362,3
1295266,1
17329,1
295862,2
1459104,1
934840,1
1983399,1
1622946,1
426951,1
1606617,1
803790,1
1623007,1
902087,1
1033156,1
1541084,1
33739,1
721882,1
1213377,1
213968,1
492498,1
574429,1
1704909,1
1442764,1
558059,1
82914,1
1508340,1
803808,1
885729,1
918525,1
1033212,1
279536,1
967671,1
1639394,1
492538,1
1868769,2
181245,1
279556,2
1541139,1
427010,1
148487,1
869384,1
427008,1
1344531,1
869386,1
1901589,1
721922,1
1623061,2
1967116,1
869407,1
1606668,1
99349,2
279568,1
1082377,1
984086,1
443418,1
951315,1
1033263,1
1098801,1
508965,1
1082421,1
754732,1
230443,1
1836087,1
1377339,1
443445,2
1590315,1
1655850,1
951357,1
640051,2
1541163,1
836657,2
83004,1
164931,1
1885277,1
820303,1
1672285,1
181326,1
967747,1
328776,1
1934413,1
246866,1
66643,1
1918031,1
443477,1
1524802,1
83030,1
1066057,1
1016915,1
509031,1
1901692,1
1459312,1
377955,1
935014,1
1557628,1
1786992,1
1508476,1
1655915,1
509042,2
935035,1
1459311,1
1066091,1
1393815,1
1688731,1
1016971,1
1311902,1
1885335,1
951426,1
1918099,2
623750,1
33938,1
378001,1
1688761,1
836777,1
1737907,1
165039,1
1131680,3
1803432,1
1524900,1
1852584,1
951482,1
99508,2
902331,1
1803436,1
623792,1
1229995,1
148670,2
1148115,1
1311959,1
1393872,1
181444,1
1606879,1
378050,1
591065,2
345300,1
1688779,1
1000668,1
1239,1
1279179,2
361695,1
558293,1
509144,2
1869053,2
394471,1
804073,1
345312,1
1328371,2
476399,1
50408,12
1311996,1
1606897,1
1311997,1
1541358,1
34044,1
1180948,1
787716,1
804102,1
427277,1
853254,1
1328408,1
328982,1
1754370,1
1557773,2
918805,1
1754427,1
345383,1
1836350,1
1082676,1
410914,1
1312051,1
1967413,1
640292,1
279868,1
476476,1
1328424,2
181578,2
66898,4
17754,1
1262927,2
1508683,1
673108,1
1672568,1
1197425,1
1328508,1
50540,1
574821,1
443755,1
1688936,1
1246561,2
198000,4
83314,1
1099108,1
1656173,2
1099111,1
1525101,1
1017204,1
247166,1
1066350,1
968072,1
1738131,1
1754512,1
1721750,1
50572,1
591239,1
1918350,1
1164676,2
230810,2
1434,3
1049996,1
99742,1
1738170,1
1721784,1
935336,1
705965,1
1689012,2
116142,1
1541541,1
443827,1
935352,1
1951143,1
1901990,3
1508777,2
1361323,1
214460,1
1754586,1
1115603,1
1525205,2
1131987,1
247239,2
738764,1
99784,1
280015,2
624069,2
1983954,1
1672660,1
656860,3
198107,1
624080,1
1525198,2
837078,2
574931,2
1459657,1
656874,2
1787387,1
1017323,7
787945,1
689645,3
1295866,1
706023,1
1181183,1
1099263,1
1519,1
345584,1
1541601,1
1328623,1
1345000,1
1558039,1
542216,1
1508883,2
1082902,1
1361427,2
1000965,1
